instance,form_x,cap,capw,capr,T,W,R,bestbound,bestsol,gap,time,nodes,opt,form_y,bal,fixsizerf,freeintervalrf,maxtimerf,bestsolrf,timerf,fixsizefo,freeintervalfo,minroundsfo,maxtimefo,incfixfo,inchorfo,bestsolfo,timefo,rounds,gap_rffo,impr_fo_rf,impr_rffo_esls,dif,#inst<=,#inst<
instances/N200T30/N200T30P1W10DD_SF3.dat,esls,1.75,0.0,2.0,30.0,10.0,200.0,1317666.7877924568,1530840.378558893,13.925265739796735,600.0178291797638,1.0,0.0,rffoesls,1.0,3.0,2.0,60.0,1733886.2805183332,66.757066463,3.0,2.0,2.0,600.0,0.0,1.0,1372762.7050783338,600.0319328280001,5.0,4.013506273302574,20.82740831953777,10.326202241240251,158077.67348055914,1.0,1.0
instances/N200T30/N200T30P1W10DD_SF4.dat,esls,1.75,0.0,2.0,30.0,10.0,200.0,1338964.333840186,1630668.834780492,17.888641440772545,600.0365839004517,1.0,0.0,rffoesls,1.0,3.0,2.0,60.0,1635519.3252729997,69.663893536,3.0,2.0,2.0,600.0,0.0,1.0,1394697.060438667,600.069698665,5.0,3.996045319042375,14.724513560494607,14.470858172351692,235971.77434182493,1.0,1.0
instances/N200T30/N200T30P1W10DD_SF5.dat,esls,1.75,0.0,2.0,30.0,10.0,200.0,1295303.6390251804,1482794.3645152084,12.644418536843247,600.0148320198059,1.0,0.0,rffoesls,1.0,3.0,2.0,60.0,1593491.9758896665,68.36717585699999,3.0,2.0,2.0,600.0,0.0,1.0,1348371.027163667,600.0212551430003,4.0,3.935666598392814,15.382628368062253,9.065541424248027,134423.3373515415,1.0,1.0
instances/N200T30/N200T30P1W5DD_SF1.dat,esls,1.75,0.0,1.5,30.0,5.0,200.0,1162062.0829621274,1222193.220710331,4.919937103992106,600.0128209590912,1.0,0.0,rffoesls,1.0,3.0,2.0,60.0,1359507.1173863322,66.818355812,3.0,2.0,2.0,600.0,0.0,1.0,1217600.6697386666,600.0225102720001,8.0,4.561313750628886,10.438080524394927,0.37576308670697145,4592.550971664488,1.0,1.0
instances/N200T30/N200T30P1W5DD_SF2.dat,esls,1.75,0.0,1.5,30.0,5.0,200.0,1043422.2081855792,1100018.9301649977,5.145068000868793,600.0204031467438,1.0,0.0,rffoesls,1.0,3.0,2.0,60.0,1179823.370085,67.502433843,3.0,2.0,2.0,600.0,0.0,1.0,1096541.6915120005,600.0231480289999,5.0,4.844273933002575,7.058825980621111,0.3161071648535735,3477.2386529971845,1.0,1.0
instances/N200T30/N200T30P1W5DD_SF3.dat,esls,1.75,0.0,1.5,30.0,5.0,200.0,1017603.6016422012,1072307.319913328,5.101496301969505,600.0136761665344,38.0,0.0,rffoesls,1.0,3.0,2.0,60.0,1192116.3541573333,67.533202638,3.0,2.0,2.0,600.0,0.0,1.0,1063384.6105106664,600.0203761470001,7.0,4.305216420847007,10.798588845605007,0.8321037483342685,8922.709402661538,1.0,1.0
instances/N200T30/N200T30P1W5DD_SF4.dat,esls,1.75,0.0,1.5,30.0,5.0,200.0,1032356.1620633486,1086134.9600846667,4.951391861755925,600.0143580436707,46.0,0.0,rffoesls,1.0,3.0,2.0,60.0,1165734.3737563333,67.103554641,3.0,2.0,2.0,600.0,0.0,1.0,1081539.014638333,599.9287264529997,6.0,4.547487599551025,7.2225166395924605,0.42314681096125945,4595.945446333615,1.0,1.0
instances/N200T30/N200T30P1W5DD_SF5.dat,esls,1.75,0.0,1.5,30.0,5.0,200.0,1200017.48513134,1265959.2722973302,5.208839542391112,600.0168390274048,1.0,0.0,rffoesls,1.0,3.0,2.0,60.0,1395336.5718083333,67.969983321,3.0,2.0,2.0,600.0,0.0,1.0,1260440.8594576633,600.019910507,7.0,4.79382859361778,9.66761103207145,0.4359076125452838,5518.41283966694,1.0,1.0
instances/N100T30/N100T30P1W15DD_SF1.dat,esls,1.75,0.0,2.0,30.0,15.0,100.0,1185570.34421089,1226918.33606932,3.3700687847649555,600.1158268451691,1020.0,0.0,rffoesls,1.0,3.0,2.0,60.0,1292151.5789573332,66.223130986,3.0,2.0,2.0,600.0,0.0,1.0,1227310.6027679995,600.0114469939999,8.0,3.4009531460879794,5.0180626828359705,-0.0319717039958932,-392.2666986794211,0.0,0.0
instances/N100T30/N100T30P1W15DD_SF2.dat,esls,1.75,0.0,2.0,30.0,15.0,100.0,1102527.4761989554,1139790.2927609943,3.269269513760685,600.1139049530029,1049.0,0.0,rffoesls,1.0,3.0,2.0,60.0,1162567.060451,67.113174661,3.0,2.0,2.0,600.0,0.0,1.0,1136198.339524,600.012250904,9.0,2.9634670421319766,2.2681462277772355,0.3151415887472855,3591.9532369943336,1.0,1.0
